Date,High,Low,Open,Close,Volume,Adj Close,Name
1972-06-01,2.283738136291504,2.2536096572875977,0.0,2.2716867923736572,82800.0,0.010591376572847366,ETN
1972-06-02,2.2656610012054443,2.241558313369751,2.2656610012054443,2.247584104537964,119600.0,0.010478994809091091,ETN
1972-06-05,2.235532522201538,2.199378490447998,2.235532522201538,2.205404281616211,107600.0,0.010282338596880436,ETN
1972-06-06,2.2174556255340576,2.1813013553619385,2.205404281616211,2.193352699279785,327200.0,0.010226154699921608,ETN
1972-06-07,2.1873271465301514,2.1752758026123047,2.1873271465301514,2.1752758026123047,42400.0,0.010141869075596333,ETN
1972-06-08,2.1873271465301514,2.1752758026123047,2.1752758026123047,2.1752758026123047,86400.0,0.010141869075596333,ETN
1972-06-09,2.1752758026123047,2.157198667526245,2.1752758026123047,2.157198667526245,497600.0,0.010057595558464527,ETN
1972-06-12,2.163224220275879,2.1330957412719727,2.157198667526245,2.1330957412719727,108400.0,0.0099452193826437,ETN
1972-06-13,2.169250011444092,2.1089930534362793,2.1330957412719727,2.169250011444092,103200.0,0.010113775730133057,ETN
1972-06-14,2.1813013553619385,2.157198667526245,2.169250011444092,2.1813013553619385,34000.0,0.01016997080296278,ETN
1972-06-15,2.205404281616211,2.193352699279785,2.193352699279785,2.205404281616211,61600.0,0.010282338596880436,ETN
1972-06-16,2.2536096572875977,2.2174556255340576,2.2174556255340576,2.247584104537964,50400.0,0.010478994809091091,ETN
1972-06-19,2.235532522201538,2.2295069694519043,2.235532522201538,2.2295069694519043,46800.0,0.010394720360636711,ETN
1972-06-20,2.2656610012054443,2.2174556255340576,2.2295069694519043,2.2536096572875977,190800.0,0.010507097467780113,ETN
1972-06-21,2.31386661529541,2.27771258354187,2.27771258354187,2.283738136291504,136400.0,0.010647558607161045,ETN
1972-06-22,2.283738136291504,2.283738136291504,2.283738136291504,2.283738136291504,53200.0,0.010647558607161045,ETN
1972-06-23,2.3018152713775635,2.283738136291504,2.283738136291504,2.283738136291504,94800.0,0.010647558607161045,ETN
1972-06-26,2.283738136291504,2.2234811782836914,2.283738136291504,2.2234811782836914,700400.0,0.010366621427237988,ETN
1972-06-27,2.2596354484558105,2.2295069694519043,2.2295069694519043,2.235532522201538,349200.0,0.01042280811816454,ETN
1972-06-28,2.2234811782836914,2.199378490447998,2.2234811782836914,2.199378490447998,83600.0,0.01025424525141716,ETN
1972-06-29,2.205404281616211,2.157198667526245,2.199378490447998,2.169250011444092,104800.0,0.010113775730133057,ETN
1972-06-30,2.199378490447998,2.157198667526245,2.169250011444092,2.1873271465301514,108400.0,0.010198057629168034,ETN
1972-07-03,2.199378490447998,2.1813013553619385,2.1873271465301514,2.193352699279785,46800.0,0.010226154699921608,ETN
1972-07-05,2.2174556255340576,2.193352699279785,2.193352699279785,2.199378490447998,42400.0,0.01025424525141716,ETN
1972-07-06,2.2536096572875977,2.2174556255340576,2.2174556255340576,2.247584104537964,140800.0,0.010478994809091091,ETN
1972-07-07,2.235532522201538,2.193352699279785,2.235532522201538,2.2114298343658447,133600.0,0.010310433804988861,ETN
1972-07-10,2.2174556255340576,2.193352699279785,2.2114298343658447,2.2114298343658447,83600.0,0.010310433804988861,ETN
1972-07-11,2.193352699279785,2.1752758026123047,2.193352699279785,2.1752758026123047,20000.0,0.010141869075596333,ETN
1972-07-12,2.205404281616211,2.163224220275879,2.1752758026123047,2.205404281616211,46800.0,0.010282338596880436,ETN
1972-07-13,2.193352699279785,2.169250011444092,2.193352699279785,2.169250011444092,514400.0,0.010113775730133057,ETN
1972-07-14,2.193352699279785,2.169250011444092,2.169250011444092,2.193352699279785,49600.0,0.010226154699921608,ETN
1972-07-17,2.205404281616211,2.1873271465301514,2.193352699279785,2.1873271465301514,138000.0,0.010198057629168034,ETN
1972-07-18,2.1873271465301514,2.169250011444092,2.1873271465301514,2.169250011444092,132400.0,0.010113775730133057,ETN
1972-07-19,2.205404281616211,2.169250011444092,2.169250011444092,2.205404281616211,99200.0,0.010282338596880436,ETN
1972-07-20,2.199378490447998,2.1752758026123047,2.199378490447998,2.1752758026123047,91200.0,0.010141869075596333,ETN
1972-07-21,2.169250011444092,2.157198667526245,2.169250011444092,2.169250011444092,61600.0,0.010113775730133057,ETN
1972-07-24,2.2114298343658447,2.1813013553619385,2.1813013553619385,2.193352699279785,368400.0,0.010226154699921608,ETN
1972-07-25,2.205404281616211,2.169250011444092,2.193352699279785,2.169250011444092,399200.0,0.010113775730133057,ETN
